gtp_ligand_id,target_uniprot,gtp_ligand_name,gtp_target_name,pdsp_ligand_names,pdsp_unigene_symbols,ligand_match_method,ki_count,ki_median,ki_min,ki_max,pKi_median,pKi_min,pKi_max
100,P35462,thioridazine,D<sub>3</sub> receptor,THIORIDAZINE,DRD3,CAS,9,2.5,1.5,53.0,8.602059991327963,7.275724130399211,8.823908740944319
100,P43115,thioridazine,EP<sub>3</sub> receptor,THIORIDAZINE,PTGER3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
100,P46098,thioridazine,5-HT<sub>3</sub>A,THIORIDAZINE,HTR3A,CAS,2,5644.12477584655,1288.2495516931,10000.0,5.445000000000006,5.0,5.890000000000011
100,P47898,thioridazine,5-HT<sub>5A</sub> receptor,THIORIDAZINE,HTR5A,CAS,1,364.0,364.0,364.0,6.438898616350944,6.438898616350944,6.438898616350944
100,P50406,thioridazine,5-HT<sub>6</sub> receptor,THIORIDAZINE,HTR6,CAS,5,57.0,6.3095734448019,57.543993733716,7.2441251443275085,7.2399999999999975,8.200000000000003
100,Q01959,thioridazine,DAT,THIORIDAZINE,SLC6A3,CAS,1,1684.0,1684.0,1684.0,5.773657912836369,5.773657912836369,5.773657912836369
100,Q9H3N8,thioridazine,H<sub>4</sub> receptor,THIORIDAZINE,HRH4,CAS,1,2400.0,2400.0,2400.0,5.619788758288394,5.619788758288394,5.619788758288394
100,Q9Y5N1,thioridazine,H<sub>3</sub> receptor,THIORIDAZINE,HRH3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1000,P24530,SB234551,ET<sub>B</sub> receptor,SB 234551,EDNRB,NAME,1,500.0,500.0,500.0,6.301029995663981,6.301029995663981,6.301029995663981
1000,P25101,SB234551,ET<sub>A</sub> receptor,SB 234551,EDNRA,NAME,1,0.13,0.13,0.13,9.886056647693163,9.886056647693163,9.886056647693163
101,P08172,tiospirone,M<sub>2</sub> receptor,TIOSPERONE,CHRM2,CAS,1,180.0,180.0,180.0,6.7447274948966935,6.7447274948966935,6.7447274948966935
101,P08173,tiospirone,M<sub>4</sub> receptor,TIOSPERONE,CHRM4,CAS,1,480.0,480.0,480.0,6.318758762624412,6.318758762624412,6.318758762624412
101,P08912,tiospirone,M<sub>5</sub> receptor,TIOSPERONE,CHRM5,CAS,1,3900.0,3900.0,3900.0,5.4089353929735005,5.4089353929735005,5.4089353929735005
101,P11229,tiospirone,M<sub>1</sub> receptor,TIOSPERONE,CHRM1,CAS,1,630.0,630.0,630.0,6.200659450546418,6.200659450546418,6.200659450546418
101,P14416,tiospirone,D<sub>2</sub> receptor,TIOSPERONE,DRD2,CAS,2,0.5,0.5,0.5,9.301029995663981,9.301029995663981,9.301029995663981
101,P20309,tiospirone,M<sub>3</sub> receptor,TIOSPERONE,CHRM3,CAS,1,1290.0,1290.0,1290.0,5.889410289700751,5.889410289700751,5.889410289700751
101,P21917,tiospirone,D<sub>4</sub> receptor,TIOSPERONE,DRD4,CAS,1,13.6,13.6,13.6,7.866461091629782,7.866461091629782,7.866461091629782
101,P28223,tiospirone,5-HT<sub>2A</sub> receptor,TIOSPERONE,HTR2A,CAS,3,0.06,0.06,1.02,10.221848749616356,8.991399828238082,10.221848749616356
101,P28335,tiospirone,5-HT<sub>2C</sub> receptor,TIOSPERONE,HTR2C,CAS,3,9.77,9.7,10.0,8.010105436281227,8.0,8.013228265733755
101,P34969,tiospirone,5-HT<sub>7</sub> receptor,TIOSPERONE,HTR7,CAS,1,0.64,0.64,0.64,9.193820026016112,9.193820026016112,9.193820026016112
101,P50406,tiospirone,5-HT<sub>6</sub> receptor,TIOSPERONE,HTR6,CAS,2,512.0,74.0,950.0,6.576522337490088,6.022276394711152,7.130768280269024
10101,P07550,dimetindene,&beta;<sub>2</sub>-adrenoceptor,Dimethindene,ADRB2,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10101,P35367,dimetindene,H<sub>1</sub> receptor,Dimethindene,HRH1,NAME,1,8.0,8.0,8.0,8.096910013008056,8.096910013008056,8.096910013008056
10102,P35367,mizolastine,H<sub>1</sub> receptor,mizolastine,HRH1,NAME,2,5000.397164117362,0.79432823472428,10000.0,7.050000000000001,5.0,9.100000000000001
1013,P03372,17&beta;-estradiol,Estrogen receptor-&alpha;,17beta-Estradiol,ESR1,CAS,2,7.0,2.0,12.0,8.309894379144197,7.920818753952375,8.698970004336019
1013,Q92731,17&beta;-estradiol,Estrogen receptor-&beta;,17beta-Estradiol,ESR2,CAS,1,2.0,2.0,2.0,8.698970004336019,8.698970004336019,8.698970004336019
10150,P08908,K-604,5-HT<sub>1A</sub> receptor,K604,HTR1A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,P11229,K-604,M<sub>1</sub> receptor,K604,CHRM1,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,P14416,K-604,D<sub>2</sub> receptor,K604,DRD2,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,P21728,K-604,D<sub>1</sub> receptor,K604,DRD1,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,P25021,K-604,H<sub>2</sub> receptor,K604,HRH2,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,P25105,K-604,PAF receptor,K604,PTAFR,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,P35367,K-604,H<sub>1</sub> receptor,K604,HRH1,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,Q13258,K-604,DP<sub>1</sub> receptor,K604,PTGDR,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10150,Q9Y271,K-604,CysLT1 receptor,K604,CYSLTR1,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
102,P08908,yohimbine,5-HT<sub>1A</sub> receptor,YOHIMBINE,HTR1A,CAS,7,642.0,50.11,1548.8166189125,6.192464971931146,5.809999999999995,7.300075597257523
102,P08913,yohimbine,&alpha;<sub>2A</sub>-adrenoceptor,YOHIMBINE,ADRA2A,CAS,11,3.16,0.5,63.09,8.500312917381596,7.200039472594017,9.301029995663981
102,P14416,yohimbine,D<sub>2</sub> receptor,YOHIMBINE,DRD2,CAS,4,339.05,158.0,501.18,6.476424895536841,6.300006268210499,6.801342913045577
102,P18089,yohimbine,&alpha;<sub>2B</sub>-adrenoceptor,YOHIMBINE,ADRA2B,CAS,8,1.19,1.0,16.8,8.924468373323124,7.774690718274137,9.0
102,P18825,yohimbine,&alpha;<sub>2C</sub>-adrenoceptor,YOHIMBINE,ADRA2C,CAS,8,0.275,0.18,10.6,9.56246936830415,7.97469413473523,9.744727494896694
102,P21728,yohimbine,D<sub>1</sub> receptor,YOHIMBINE,DRD1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
102,P25100,yohimbine,&alpha;<sub>1D</sub>-adrenoceptor,YOHIMBINE,ADRA1D,CAS,2,556.73629301072,158.48,954.99258602144,6.410012768734754,6.019999999999998,6.8000255374695096
102,P28221,yohimbine,5-HT<sub>1D</sub> receptor,YOHIMBINE,HTR1D,CAS,21,51.0,19.95,288.0,7.292429823902063,6.5406075122407685,7.700057099977233
102,P28222,yohimbine,5-HT<sub>1B</sub> receptor,YOHIMBINE,HTR1B,CAS,13,50.11,5.0,10000.0,7.300075597257523,5.0,8.301029995663981
102,P28223,yohimbine,5-HT<sub>2A</sub> receptor,YOHIMBINE,HTR2A,CAS,16,2029.0,660.0,10000.0,5.695501778653872,5.0,6.180456064458131
102,P28335,yohimbine,5-HT<sub>2C</sub> receptor,YOHIMBINE,HTR2C,CAS,16,10000.0,1000.0,10000.0,5.0,5.0,6.0
102,P28566,yohimbine,5-ht<sub>1e</sub> receptor,YOHIMBINE,HTR1E,CAS,2,1264.46,1258.92,1270.0,5.898099072983755,5.896196279044043,5.900001866923468
102,P30939,yohimbine,5-HT<sub>1F</sub> receptor,YOHIMBINE,HTR1F,CAS,4,91.6,63.09,562.34,7.038108667163014,6.250001023441651,7.200039472594017
102,P31645,yohimbine,SERT,YOHIMBINE,SLC6A4,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
102,P34969,yohimbine,5-HT<sub>7</sub> receptor,YOHIMBINE,HTR7,CAS,1,2850.0,2850.0,2850.0,5.54515513999149,5.54515513999149,5.54515513999149
102,P35348,yohimbine,&alpha;<sub>1A</sub>-adrenoceptor,YOHIMBINE,ADRA1A,CAS,2,1680.8988300842,199.52,3162.2776601684,6.100006781932764,5.499999999999997,6.700013563865532
102,P35368,yohimbine,&alpha;<sub>1B</sub>-adrenoceptor,YOHIMBINE,ADRA1B,CAS,3,670.0,158.48,2398.8329190195,6.173925197299173,5.619999999999998,6.8000255374695096
102,P35462,yohimbine,D<sub>3</sub> receptor,YOHIMBINE,DRD3,CAS,2,3235.035,2489.0,3981.07,5.501987644723993,5.40000018605658,5.603975103391407
102,P41595,yohimbine,5-HT<sub>2B</sub> receptor,YOHIMBINE,HTR2B,CAS,14,50.114361681363505,13.2,398.1071705535,7.300037798628763,6.399999999999997,7.87942606879415
102,P46098,yohimbine,5-HT<sub>3</sub>A,YOHIMBINE,HTR3A,CAS,4,5500.0,1000.0,10000.0,5.5,5.0,6.0
102,P47898,yohimbine,5-HT<sub>5A</sub> receptor,YOHIMBINE,HTR5A,CAS,6,1000.0,630.95,10000.0,6.0,5.0,6.200005055311286
102,Q01959,yohimbine,DAT,YOHIMBINE,SLC6A3,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
10241,P08172,FK-881,M<sub>2</sub> receptor,FK881,CHRM2,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P08173,FK-881,M<sub>4</sub> receptor,FK881,CHRM4,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P08908,FK-881,5-HT<sub>1A</sub> receptor,FK881,HTR1A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P08912,FK-881,M<sub>5</sub> receptor,FK881,CHRM5,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P11229,FK-881,M<sub>1</sub> receptor,FK881,CHRM1,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P28221,FK-881,5-HT<sub>1D</sub> receptor,FK881,HTR1D,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P28222,FK-881,5-HT<sub>1B</sub> receptor,FK881,HTR1B,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P28223,FK-881,5-HT<sub>2A</sub> receptor,FK881,HTR2A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P28335,FK-881,5-HT<sub>2C</sub> receptor,FK881,HTR2C,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P28566,FK-881,5-ht<sub>1e</sub> receptor,FK881,HTR1E,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P34969,FK-881,5-HT<sub>7</sub> receptor,FK881,HTR7,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P41595,FK-881,5-HT<sub>2B</sub> receptor,FK881,HTR2B,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P46098,FK-881,5-HT<sub>3</sub>A,FK881,HTR3A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P47898,FK-881,5-HT<sub>5A</sub> receptor,FK881,HTR5A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10241,P50406,FK-881,5-HT<sub>6</sub> receptor,FK881,HTR6,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10285,Q9H3N8,clemizole,H<sub>4</sub> receptor,clemizole,HRH4,NAME,1,402.2,402.2,402.2,6.395557933739276,6.395557933739276,6.395557933739276
10298,P08172,naringenin,M<sub>2</sub> receptor,naringenin,CHRM2,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P08173,naringenin,M<sub>4</sub> receptor,naringenin,CHRM4,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P08908,naringenin,5-HT<sub>1A</sub> receptor,naringenin,HTR1A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P08912,naringenin,M<sub>5</sub> receptor,naringenin,CHRM5,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P11229,naringenin,M<sub>1</sub> receptor,naringenin,CHRM1,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P20309,naringenin,M<sub>3</sub> receptor,naringenin,CHRM3,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P28221,naringenin,5-HT<sub>1D</sub> receptor,naringenin,HTR1D,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P28222,naringenin,5-HT<sub>1B</sub> receptor,naringenin,HTR1B,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P28223,naringenin,5-HT<sub>2A</sub> receptor,naringenin,HTR2A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P28335,naringenin,5-HT<sub>2C</sub> receptor,naringenin,HTR2C,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P28566,naringenin,5-ht<sub>1e</sub> receptor,naringenin,HTR1E,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P34969,naringenin,5-HT<sub>7</sub> receptor,naringenin,HTR7,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P41595,naringenin,5-HT<sub>2B</sub> receptor,naringenin,HTR2B,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P46098,naringenin,5-HT<sub>3</sub>A,naringenin,HTR3A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P47898,naringenin,5-HT<sub>5A</sub> receptor,naringenin,HTR5A,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
10298,P50406,naringenin,5-HT<sub>6</sub> receptor,naringenin,HTR6,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
103,P07550,zotepine,&beta;<sub>2</sub>-adrenoceptor,ZOTEPINE,ADRB2,CAS,2,6150.0,2300.0,10000.0,5.3191360819912035,5.0,5.638272163982407
103,P08172,zotepine,M<sub>2</sub> receptor,ZOTEPINE,CHRM2,CAS,3,141.25375446228,140.0,10000.0,6.849999999999985,5.0,6.853871964321762
103,P08173,zotepine,M<sub>4</sub> receptor,ZOTEPINE,CHRM4,CAS,2,5038.5,77.0,10000.0,6.056754637413759,5.0,7.113509274827518
103,P08588,zotepine,&beta;<sub>1</sub>-adrenoceptor,ZOTEPINE,ADRB1,CAS,2,7020.0,4040.0,10000.0,5.196809317444698,5.0,5.393618634889395
103,P08908,zotepine,5-HT<sub>1A</sub> receptor,ZOTEPINE,HTR1A,CAS,5,316.22776601684,131.0,611.0,6.499999999999997,6.213958789757446,6.882728704344236
103,P08912,zotepine,M<sub>5</sub> receptor,ZOTEPINE,CHRM5,CAS,2,5130.0,260.0,10000.0,5.792513326014591,5.0,6.585026652029182
103,P08913,zotepine,&alpha;<sub>2A</sub>-adrenoceptor,ZOTEPINE,ADRA2A,CAS,2,208.0,180.0,236.0,6.685907745963293,6.627087997029893,6.7447274948966935
103,P11229,zotepine,M<sub>1</sub> receptor,ZOTEPINE,CHRM1,CAS,3,18.1970085861,18.0,10000.0,7.739999999999996,5.0,7.7447274948966935
103,P14416,zotepine,D<sub>2</sub> receptor,ZOTEPINE,DRD2,CAS,7,8.0,1.0,25.0,8.096910013008056,7.6020599913279625,9.0
103,P18089,zotepine,&alpha;<sub>2B</sub>-adrenoceptor,ZOTEPINE,ADRA2B,CAS,2,5.35,5.0,5.7,8.272577569995745,8.244125144327509,8.301029995663981
103,P18825,zotepine,&alpha;<sub>2C</sub>-adrenoceptor,ZOTEPINE,ADRA2C,CAS,2,106.0,62.0,150.0,7.015758525723032,6.823908740944319,7.207608310501746
103,P20309,zotepine,M<sub>3</sub> receptor,ZOTEPINE,CHRM3,CAS,3,73.0,72.443596007499,10000.0,7.136677139879544,5.0,7.140000000000001
103,P21554,zotepine,CB<sub>1</sub> receptor,ZOTEPINE,CNR1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
103,P21728,zotepine,D<sub>1</sub> receptor,ZOTEPINE,DRD1,CAS,2,77.5,71.0,84.0,7.112231182609522,7.075720713938118,7.1487416512809245
103,P21731,zotepine,TP receptor,ZOTEPINE,TBXA2R,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
103,P21917,zotepine,D<sub>4</sub> receptor,ZOTEPINE,DRD4,CAS,2,11.9,5.8,18.0,7.990649750666878,7.7447274948966935,8.236572006437063
103,P21918,zotepine,D<sub>5</sub> receptor,ZOTEPINE,DRD5,CAS,1,248.0,248.0,248.0,6.605548319173783,6.605548319173783,6.605548319173783
103,P25021,zotepine,H<sub>2</sub> receptor,ZOTEPINE,HRH2,CAS,1,500.0,500.0,500.0,6.301029995663981,6.301029995663981,6.301029995663981
103,P25105,zotepine,PAF receptor,ZOTEPINE,PTAFR,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
103,P28221,zotepine,5-HT<sub>1D</sub> receptor,ZOTEPINE,HTR1D,CAS,4,71.5,48.0,175.0,7.148784731777237,6.756961951313706,7.318758762624412
103,P28222,zotepine,5-HT<sub>1B</sub> receptor,ZOTEPINE,HTR1B,CAS,4,249.0,52.0,940.0,6.769723963569221,6.026872146400301,7.2839966563652006
103,P28223,zotepine,5-HT<sub>2A</sub> receptor,ZOTEPINE,HTR2A,CAS,8,1.7550000000000001,0.5,6.0,8.812992629854044,8.221848749616356,9.301029995663981
103,P28335,zotepine,5-HT<sub>2C</sub> receptor,ZOTEPINE,HTR2C,CAS,5,3.2,2.8840315031266,4.5,8.494850021680094,8.346787486224656,8.540000000000001
103,P28566,zotepine,5-ht<sub>1e</sub> receptor,ZOTEPINE,HTR1E,CAS,3,1080.0,320.0,10000.0,5.96657624451305,5.0,6.494850021680094
103,P31645,zotepine,SERT,ZOTEPINE,SLC6A4,CAS,2,575.5,151.0,1000.0,6.410511526353416,6.0,6.821023052706831
103,P32239,zotepine,CCK<sub>2</sub> receptor,ZOTEPINE,CCKBR,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
103,P34969,zotepine,5-HT<sub>7</sub> receptor,ZOTEPINE,HTR7,CAS,5,9.5,1.78,12.0,8.022276394711152,7.920818753952375,8.749579997691106
103,P35348,zotepine,&alpha;<sub>1A</sub>-adrenoceptor,ZOTEPINE,ADRA1A,CAS,1,7.0,7.0,7.0,8.154901959985743,8.154901959985743,8.154901959985743
103,P35367,zotepine,H<sub>1</sub> receptor,ZOTEPINE,HRH1,CAS,4,3.3499999999999996,0.62,5.8,8.47500357153993,8.236572006437063,9.207608310501746
103,P35368,zotepine,&alpha;<sub>1B</sub>-adrenoceptor,ZOTEPINE,ADRA1B,CAS,1,5.0,5.0,5.0,8.301029995663981,8.301029995663981,8.301029995663981
103,P35372,zotepine,&mu; receptor,ZOTEPINE,OPRM1,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
103,P35408,zotepine,EP<sub>4</sub> receptor,ZOTEPINE,PTGER4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
103,P35462,zotepine,D<sub>3</sub> receptor,ZOTEPINE,DRD3,CAS,3,16.0,6.4,17.0,7.795880017344075,7.769551078621726,8.193820026016112
103,P41143,zotepine,&delta; receptor,ZOTEPINE,OPRD1,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
103,P41145,zotepine,&kappa; receptor,ZOTEPINE,OPRK1,CAS,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
103,P41595,zotepine,5-HT<sub>2B</sub> receptor,ZOTEPINE,HTR2B,CAS,1,1.2,1.2,1.2,8.920818753952375,8.920818753952375,8.920818753952375
103,P43115,zotepine,EP<sub>3</sub> receptor,ZOTEPINE,PTGER3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
103,P46098,zotepine,5-HT<sub>3</sub>A,ZOTEPINE,HTR3A,CAS,4,338.289759400795,140.0,472.0,6.486029995663983,6.326058001365912,6.853871964321762
103,P47898,zotepine,5-HT<sub>5A</sub> receptor,ZOTEPINE,HTR5A,CAS,2,81.5,29.0,134.0,7.205248601868118,6.872895201635192,7.537602002101044
103,P50406,zotepine,5-HT<sub>6</sub> receptor,ZOTEPINE,HTR6,CAS,4,3.58744877746975,1.17,7.7,8.575924374808183,8.113509274827518,8.931814138253838
103,Q01959,zotepine,DAT,ZOTEPINE,SLC6A3,CAS,2,2310.5,1000.0,3621.0,5.720585737591494,5.441171475182989,6.0
